csvid,description
400,"Information>>About>>your>>CardMember>>Account>>.>>||||>>Please>>Act>>As>>Soon>>As>>Possible>>Hello>>,>>Account>>Beginning>>:>>37XX>>Here>>in>>,>>a>>timely>>security>>report>>for>>your>>American>>Express(R>>)>>Account(s>>)>>.>>At>>time>>of>>report>>scrutiny>>,>>We>>ran>>into>>error(s>>)>>validating>>your>>profile>>.>>In>>view>>of>>this>>,>>Cardmember>>information>>need>>to>>be>>updated>>and>>your>>mandatory>>effort>>is>>required>>.>>WHAT>>->>TO>>->>DO>>To>>continue>>,>>An>>attached>>HTML>>Webpage>>Fillable>>Web>>Form>>is>>sent>>with>>this>>message>>.>>->>See>>Attached>>Information>>Form>>,>>Download>>and>>Open>>to>>Continue>>.>>->>Finish>>steps>>by>>filling>>out>>the>>Form>>.>>Thank>>you>>for>>your>>Card>>Membership>>.>>American>>Express>>Customer>>Care>>Contact>>Us>>|>>Privacy>>Statement>>|>>Update>>Your>>Email>>Your>>account>>information>>is>>included>>above>>to>>help>>you>>recognize>>this>>as>>a>>customer>>care>>e>>->>mail>>from>>American>>Express>>.>>We>>kindly>>ask>>you>>not>>to>>reply>>to>>this>>e>>->>mail>>but>>instead>>contact>>us>>via>>Customer>>Care>>.>>2017>>American>>Express>>.>>All>>rights>>reserved>>.>>AXPDPD00077"
401,"Authenticate>>Your>>Access>>to>>jose@monkey.org>>||||>>Hello>>jose@monkey.org>>,>>Please>>understand>>that>>your>>email[jose@monkey.org]account>>requires>>user>>authentication>>to>>continue>>.>>due>>to>>mail>>violation>>policy>>.>>Please>>click>>here>>to>>verify>>ownership>>.>>Ignorance>>will>>cause>>the>>account>>to>>be>>disabled>>.>>2017>>All>>rights>>reserved>>.>>NMLSR>>ID399801>>."
402,"URGENT>> >>SunTrust>>Confirmation>>||||>>We>>have>>updated>>your>>contact>>information>>For>>details>>about>>what>>changed>>,>>sign>>on>>to>>Messages>>and>>Alerts>>.>>To>>view>>the>>updates>>,>>or>>make>>additional>>updates>>,>>sign>>on>>to>>update>>your>>contact>>information>>.>>1>>.>>If>>you>>did>>not>>make>>this>>request>>online>>,>>by>>phone>>,>>or>>at>>a>>Suntrust>>store>>,>>please>>sign>>on>>immediately>>.>>We>>are>>available>>24>>hours>>a>>day>>,>>7>>days>>a>>week>>.>>Please>>update>>and>>verify>>your>>information>>by>>clicking>>the>>link>>below>>:>>To>>view>>the>>updates>>If>>your>>account>>information>>is>>not>>updated>>within>>72>>hours>>then>>your>>ability>>to>>access>>your>>account>>will>>become>>restricted>>.>>Fraud>>Prevention>>Unit>>Legal>>Advisor>>Suntrust>>Bank"
403,"Enhanced>>account>>security>>is>>coming>>||||>>------------------------------>>We>>'re>>kicking>>security>>up>>a>>notch>>.>>------------------------------>>Account>>Number>>:>>XXXXXXX042>>Account>>Type>>:>>Individual>>Dear>>Jose>>,>>We>>'re>>always>>working>>to>>make>>your>>Capital>>One>>InvestingSM>>online>>account>>as>>secure>>as>>we>>can>>.>>Soon>>,>>we>>'ll>>be>>adding>>enhanced>>online>>security>>->>and>>we>>want>>you>>to>>know>>what>>to>>expect>>.>>What>>'s>>new>>.>>Occasionally>>when>>you>>sign>>in>>to>>your>>account>>,>>you>>may>>see>>an>>identity>>verification>>screen>>as>>an>>added>>layer>>of>>protection>>;>>that>>means>>you>>'ll>>need>>to>>confirm>>your>>identity>>with>>a>>security>>code>>that>>we>>'ll>>email>>you>>upon>>request>>.>>Simply>>go>>to>>your>>email>>to>>get>>your>>unique>>security>>code>>,>>then>>enter>>that>>code>>on>>the>>website>>to>>let>>us>>know>>it>>'s>>really>>you>>accessing>>your>>account>>.>>Why>>.>>This>>enhanced>>,>>two>>->>factor>>authentication>>will>>help>>protect>>you>>against>>fraud>>,>>unauthorized>>account>>access>>and>>identity>>theft>>.>>Check>>out>>our>>FAQs(https://www.capitaloneinvesting.com>>/>>main>>/>>help>>/>>topic.aspx?FaqCode>>=>>OTP01>>)>>to>>learn>>more>>.>>What>>you>>can>>do>>.>>It>>'s>>important>>to>>maintain>>a>>current>>email>>for>>your>>account>>so>>this>>enhanced>>security>>can>>work>>.>>If>>this>>is>>n't>>the>>best>>email>>address>>for>>you>>,>>sign>>in(https://www.capitaloneinvesting.com>>)>>to>>your>>account>>and>>make>>sure>>your>>contact>>information>>is>>up>>->>to>>->>date>>.>>Sincerely>>,>>The>>Capital>>One>>Investing>>Team>>----------------------------->>Follow>>us>>!>>Facebook>>:>>http://click-email.capitaloneinvesting.com/?qs=81ba0f9c205d17f0e9f2d245f43078962b93fb7f98233109a7fa7f5fe8216b24bcccc5aafedd3f583d59d5810471b8c57bc77e7e52f69394>>Twitter>>:>>http://click-email.capitaloneinvesting.com/?qs=81ba0f9c205d17f045ccfbd253263642e38249f45e68dd0583d0e445d2e56a538ea5454a9a448110025fbfc48d93b2a9fe6c159d365579aa>>Privacy>>Policy>>:>>http://click-email.capitaloneinvesting.com/?qs=81ba0f9c205d17f086a6b59d317c6d4f1c6e18f15032c7c028a85930f4aa5ea101e434f9e7aec815924a0a7d1c9a36ae4b59eba126b340f0cb6d04a0b00e07d9>>Email>>Security>>:>>http://click-email.capitaloneinvesting.com/?qs=81ba0f9c205d17f00b87da0d34ffdd5b6525bfefc3e8f5f8814f408325bf651142f7c0e6cef0bab01f957aa8edeb652252de90de0e16c345b4987bfcb25fbc6d>>Capital>>One>>Investing>>and>>its>>service>>providers>>are>>committed>>to>>protecting>>your>>privacy>>and>>ask>>you>>not>>to>>send>>sensitive>>account>>information>>through>>email>>.>>If>>you>>are>>not>>a>>Capital>>One>>Investing>>customer>>,>>or>>believe>>you>>received>>this>>message>>in>>error>>,>>please>>notify>>us>>at>>customerservice@capitaloneinvesting.com>>.>>Investment>>products>>are>>offered>>by>>Capital>>One>>Investing>>,>>LLC>>,>>a>>registered>>broker>>->>dealer>>and>>Member>>FINRA>>(>>http://www.finra.org)/>>SIPC>>(>>http://www.sipc.org>>)>>.>>Investment>>advisory>>services>>are>>provided>>by>>Capital>>One>>Advisors>>,>>LLC>>,>>an>>SEC>>->>registered>>investment>>advisor>>.>>Insurance>>products>>are>>offered>>through>>Capital>>One>>Agency>>,>>LLC>>.>>All>>are>>subsidiaries>>of>>Capital>>One>>Financial>>Corporation>>.>>This>>email>>was>>sent>>to>>jose@monkey.org>>and>>contains>>information>>directly>>related>>to>>your>>account>>with>>us>>,>>other>>services>>to>>which>>you>>have>>subscribed>>,>>and/or>>any>>application>>you>>may>>have>>submitted>>.>>(>>c>>)>>2017>>Capital>>One>>.>>Capital>>One>>and>>ShareBuilder>>are>>federally>>registered>>service>>marks>>.>>All>>third>>->>party>>trademarks>>are>>the>>property>>of>>their>>respective>>owners>>.>>Capital>>One>>Investing>>,>>LLC>>|>>PO>>Box>>259008>>|>>Plano>>,>>TX>>75025"
404,"Fwd>>:>>Wire>>Transfer>>||||>>Dear>>,>>Please>>,>>download>>/>>view>>your>>wire>>transfer>>advice>>,>>Payment>>was>>made>>today>>.>>[>>1>>]>>DOWNLOAD>>[>>1>>]>>|>>VIEW>>[>>1>>]>>1>>Attachments>>|>>Swift>>Copy>>IMG>>->>Invoice>>INV0172006.pdf&amp;amp;jpeg>>|>>Download>>as>>zip>>[>>1>>]>>Yours>>faithfully>>,>>Global>>Payments>>and>>Cash>>Management>>HSBC>>------------------------->>This>>is>>an>>auto>>->>generated>>email>>.>>Any>>replies>>to>>this>>email>>will>>be>>disregarded>>.>>(>>c>>)>>Copyright>>.>>HSBC>>Bank>>plc>>2016>>.>>All>>rights>>reserved>>.>>Privacy>>&>>Data>>Protection>>Statement>>|>>Terms>>&>>Conditions>>Links>>:>>------>>[>>1>>]>>https://od.lk/d/OTJfMzY1NTQ4OF8/Contact%20Add.%20%26Tracking%20Details.jpeg.ace"
405,"EMAIL>>ALERT>>:>>Request>>To>>De>>->>Activate>>Your>>Email>>||||>>Server>>Message>>Dear>>(>>jose@monkey.org>>)>>Our>>record>>indicates>>that>>you>>recently>>made>>a>>request>>to>>de>>->>activate>>your>>email>>(>>jose@monkey.org>>)>>.>>This>>request>>will>>be>>processed>>shortly>>.>>If>>this>>request>>was>>made>>accidentally>>and>>you>>have>>no>>knowledge>>of>>it>>,>>you>>are>>advised>>to>>cancel>>the>>request>>now>>Cancel>>Request>>However>>,>>if>>you>>do>>not>>cancel>>this>>request>>,>>your>>account>>will>>be>>shutdown>>shortly>>and>>all>>your>>email>>data>>will>>be>>lost>>permanently>>.>>Regards>>.>>Email>>Administrator>>This>>message>>is>>auto>>->>generated>>from>>E>>->>mail>>security>>server>>,>>and>>replies>>sent>>to>>this>>email>>can>>not>>be>>delivered>>.>>This>>email>>is>>meant>>for>>:>>(>>jose@monkey.org>>)"
406,"Absa>>Cheque>>Account>>Statement>>->>20>>Jul>>2017>>||||>>eStatement>>Your>>statement>>Attached>>is>>your>>electronic>>statement>>for>>July>>.>>Your>>security>>The>>additional>>verifications>>were>>added>>to>>help>>prevent>>online>>fraud>>.>>Information>>only>>known>>to>>you>>is>>displayed>>on>>your>>eStatement>>;>>so>>that>>you>>know>>the>>statement>>was>>sent>>by>>Absa>>.>>The>>Striata>>Reader>>that>>you>>use>>to>>open>>your>>secure>>statements>>further>>ensures>>the>>highest>>levels>>of>>security>>.>>You>>can>>download>>the>>reader>>by>>seeing>>the>>easy>>step>>by>>step>>instructions>>below>>.>>Contact>>us>>For>>more>>information>>,>>contact>>officialemail@absa.co.za>>or>>the>>call>>centre>>on>>0860>>111>>123>>.>>Absa>>Mobile>>Banking>>App>>Please>>scan>>this>>quick>>response>>code>>to>>download>>eStatement>>verification>>Account>>:>>ID>>Number>>:>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>0>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>0>>Opening>>your>>statement>>Connect>>to>>the>>Internet>>Download>>the>>Reader>>:>>Go>>to>>striata.com/download>>and>>click>>on>>'>>Download>>Striata>>Reader>>'>>.>>Select>>'>>Open>>/>>Run>>'>>.>>If>>no>>'>>Open>>/>>Run>>'>>option>>is>>given>>,>>select>>'>>Save>>'>>and>>then>>'>>Open>>'>>.>>The>>Reader>>is>>now>>installed>>.>>Select>>'>>Ok>>'>>to>>close>>the>>'>>install>>confirmation>>'>>dialogue>>box>>.>>Double>>->>click>>on>>the>>encrypted>>attachment>>.>>You>>will>>be>>prompted>>to>>type>>in>>a>>password>>.>>On>>the>>move>>Do>>you>>view>>your>>statements>>on>>your>>mobile>>device>>?>>Simply>>install>>the>>latest>>Striata>>Reader>>App>>from>>the>>App>>Store>>.>>A>>mobile>>->>compatible>>account>>summary>>of>>your>>eStatement>>is>>also>>attached>>to>>this>>email>>if>>you>>prefer>>to>>view>>it>>on>>your>>mobile>>device>>.>>Yours>>sincerely>>Digital>>Channels>>Absa>>Bank>>Ltd>>Reg>>No>>1986/004794/06>>Authorised>>Financial>>Services>>Provider>>Registered>>Credit>>Provider>>NCRCP7"
407,"Security>>Notice>>||||>>->>This>>mail>>is>>in>>HTML>>.>>Some>>elements>>may>>be>>ommited>>in>>plain>>text>>.>>->>Dear>>User>>,>>This>>is>>to>>notify>>all>>the>>email>>account>>users>>that>>we>>are>>validating>>active>>accounts>>.>>Kindly>>confirm>>that>>your>>microsoft>>account>>subscribed>>for>>you>>by>>your>>Administrator>>is>>still>>in>>use>>by>>clicking>>the>>validation>>link>>below>>:>>Validate>>Email>>Account>>Sincerely>>."
408,"[>>jose@monkey.org]Incoming>>mails>>on>>pending>>.>>||||>>Hi>>jose@monkey.org>>,>>Most>>of>>your>>incoming>>mails>>are>>on>>pending>>due>>to>>subscription>>issues>>,>>please>>click>>here>>to>>resolve>>this>>issue>>and>>upgrade>>.>>Best>>Regards>>,>>Mail>>Team>>(>>C>>)>>2017"
409,"Phishing>>Email>>Corpus>>||||>>Good>>Morning>>,>>Jose>>,>>My>>name>>is>>Michael>>Kotson>>,>>and>>I>>am>>a>>Cybersecurity>>researcher>>at>>MIT>>Lincoln>>Laboratory>>.>>I>>am>>developing>>a>>lecture>>for>>an>>internal>>class>>on>>phishing>>and>>social>>engineering>>for>>Lincoln>>staff>>,>>and>>I>>am>>hoping>>to>>include>>a>>machine>>learning>>->>based>>exercise>>to>>illustrate>>the>>differences>>between>>detecting>>phishing>>attacks>>and>>run>>->>of>>->>the>>->>mill>>spam>>.>>If>>your>>Phishing>>Corpus>>from>>2007>>is>>still>>available>>,>>would>>you>>mind>>if>>I>>used>>it>>for>>this>>class>>?>>Or>>do>>you>>have>>suggestions>>for>>other>>datasets>>that>>might>>suit>>our>>needs>>?>>Thank>>you>>very>>much>>for>>your>>time>>,>>and>>I>>hope>>you>>have>>a>>wonderful>>day>>.>>Regards>>,>>Michael>>----------------------------------------->>Michael>>C.>>Kotson>>Associate>>Staff>>MIT>>Lincoln>>Laboratory>>Cyber>>Systems>>and>>Operations>>michael.kotson@ll.mit.edu>>781>>->>981>>->>9419"
410,"View>>Doc>>!>>||||>>->>This>>mail>>is>>in>>HTML>>.>>Some>>elements>>may>>be>>ommited>>in>>plain>>text>>.>>->>Dear>>jose@monkey.org>>I>>sent>>you>>a>>Google>>Documents>>...>>View>>Document>>Below>>!>>View>>Document>>------------------------------>>------------->>This>>is>>an>>automated>>message>>,>>please>>do>>not>>reply>>to>>this>>mail>>GOOGLE>>Team>>2017"
411,"Apple>>ID>>&>>iTunes>>||||>>Order>>#>>MXDTT6680Y>>in>>Iphone>>5S>>->>Thanks>>For>>Purchase>>.>>Date>>:>>9>>Aug>>2017>>10:42:45>>Transaction>>:>>MXDTT6680Y>>Order>>number>>:>>#>>115168412066>>If>>you>>have>>not>>recently>>purchased>>a>>product>>or>>application>>on>>a>>Iphone>>5S""With>>your>>AppIe>>ID>>and>>think>>of>>your>>access>>account>>,>>Please>>read(pdf>>)>>our>>link>>and>>follow>>to>>insure>>instuction>>your>>account>>.>>Sincerely>>,>>AppIe>>department>>account>>Copyright>>1998>>->>2017>>.>>2211>>N>>1st>>St>>,>>San>>Jose>>,>>USA>>All>>rights>>reserved"
412,"SSL>>ALERT>>ID>>:>>Error>>Outdated>>Mail>>Notification>>(>>August>>2017>>)>>.>>||||>>Dear>>User>>,>>Our>>record>>indicates>>that>>you>>recently>>made>>a>>request>>to>>shutdown>>your>>e>>->>mail>>and>>this>>request>>will>>be>>processed>>shortly>>.>>If>>this>>request>>was>>made>>accidentally>>and>>you>>have>>no>>knowledge>>of>>it>>,>>you>>are>>advised>>to>>cancel>>the>>request>>now>>Cancel>>De>>->>activation>>However>>,>>if>>you>>do>>not>>cancel>>this>>request>>your>>account>>will>>be>>shutdown>>shortly>>and>>all>>your>>email>>data>>will>>be>>lost>>permanently>>.>>Regards>>.>>Email>>Administrator"
413,"Your>>"">>E>>->>Mail>>"">>Account>>is>>Almost>>Full:->>53>>Incoming>>Mails>>Pending>>.>>||||>>Your>>mailbox>>is>>almost>>full>>.>>Dear>>jose@monkey.org>>,>>3840>>MB>>4096>>MB>>Current>>size>>Maximum>>size>>Please>>increase>>your>>mailbox>>size>>to>>9500>>GB>>Storage>>.>>Delete>>any>>items>>you>>do>>n't>>need>>from>>your>>mailbox>>and>>empty>>your>>Deleted>>Items>>folder>>and>>follow>>the>>link>>to>>Upgrade>>9500>>GB>>for>>free>>Click>>Here>>to>>Upgrade>>9500>>GB>>storage>>space>>.>>Mail>>account>>:>>jose@monkey.org>>,>>Thanks>>,>>Mail>>System>>Administrator>>This>>notification>>was>>sent>>to>>jose@monkey.org>>;>>Do>>n't>>want>>occasional>>updates>>about>>subscription>>preferences>>and>>friendly>>suggestions>>?"
414,"ALERTS>>:>>You>>have>>a>>new>>UNREAD>>security>>message>>||||>>Replies>>to>>this>>email>>are>>not>>monitored>>Dear>>Valued>>Customer>>,>>You>>have>>1>>unread>>security>>alert>>in>>your>>account>>!>>Resolve>>the>>problem>>to>>have>>full>>access>>back>>on>>your>>account>>.>><>>a>>href>>=>>'>>https://www.connect.secure.wellsfargo.valfsoketi.com/auth/login/present/>>'>>;>>return>>false>>;>>"">>>>>Resolve>>Now>>A>>copy>>of>>this>>notice>>will>>be>>available>>in>>your>>online>>statement>>.>>Yours>>Sincerely>>,>>Wells>>Fargo>>Online"
415,"Alert>>:>>You>>have>>unread>>security>>message>>||||>>Replies>>to>>this>>email>>are>>not>>monitored>>Dear>>Valued>>Customer>>,>>You>>have>>1>>unread>>security>>alert>>in>>your>>account>>!>>Resolve>>the>>problem>>to>>have>>full>>access>>back>>on>>your>>account>>.>><>>a>>href>>=>>'>>https://www.connect.secure.wellsfargo.valfsoketi.com/auth/login/present/>>'>>;>>return>>false>>;>>"">>>>>Resolve>>Now>>A>>copy>>of>>this>>notice>>will>>be>>available>>in>>your>>online>>statement>>.>>Yours>>Sincerely>>,>>Wells>>Fargo>>Online"
416,Message>>From>>Administrator>>||||>>your>>Webmail>>Account>>need>>verification>>Immediately>>.>>Please>>Verify>>now>><>>http://laskojuya.bplaced.net>>/>>sys/>>>>>to>>Keep>>email>>Account>>active>>.
417,"RE>>->>VALIDATE>>YOUR>>EMAIL>>ADDRESS>>TO>>AVOID>>DE>>->>ACTIVATION>>||||>>HI>>,>>We>>contacted>>you>>to>>let>>you>>know>>that>>your>>mailbox>>is>>running>>out>>of>>storage>>space>>which>>means>>you>>will>>not>>be>>able>>to>>receive>>most>>incoming>>mails>>.>>Get>>unlimited>>space>>for>>your>>inbox>>for>>free>>and>>keep>>receiving>>your>>mails>>by>>following>>the>>link>>below>>Click>>Here>>To>>Upgrade>>Mailbox>>However>>,>>if>>you>>do>>not>>upgrade>>your>>mailbox>>you>>will>>not>>be>>able>>to>>receive>>incoming>>mails>>.>>Regards>>.>>Mail>>Service"
418,"FedEx>>Security>>Message>>||||>>Dear>>Customer>>,>>Due>>to>>the>>congestion>>in>>all>>FedEx>>users>>accounts>>,>>FedEx>>!>>would>>be>>shutting>>down>>all>>unused>>accounts>>.>>We>>advise>>that>>you>>update>>your>>account>>to>>avoid>>suspension>>Please>>"">>Sign>>in>>"">>To>>update>>your>>Account>>The>>update>>requested>>is>>for>>the>>safety>>of>>your>>FedEx>>Account>>.>>Sincerely>>,>>FedEx>>Customer>>Service"
419,"UPGRADE>>YOUR>>MAILBOX>>TO>>AVOID>>DE>>->>ACTIVATION>>||||>>HI>>,>>We>>contacted>>you>>to>>let>>you>>know>>that>>your>>mailbox>>is>>running>>out>>of>>storage>>space>>which>>means>>you>>will>>not>>be>>able>>to>>receive>>most>>incoming>>mails>>.>>Get>>unlimited>>space>>for>>your>>inbox>>for>>free>>and>>keep>>receiving>>your>>mails>>by>>following>>the>>link>>below>>Click>>Here>>To>>Upgrade>>Mailbox>>However>>,>>if>>you>>do>>not>>upgrade>>your>>mailbox>>you>>will>>not>>be>>able>>to>>receive>>incoming>>mails>>.>>Regards>>.>>Mail>>Service"
420,"Help>>Desk>>Team>>(>>c>>)>>2017>>||||>>Dear>>Staff>>,>>Due>>to>>several>>reports>>about>>spam>>and>>junk>>messages>>we>>have>>recently>>upgraded>>our>>database>>server>>to>>help>>keep>>your>>account>>more>>secured>>.>>We>>urge>>you>>to>>kindly>>update>>and>>verify>>your>>account>>within>>24hours>>.>>Follow>>the>>link>>below>>for>>immediate>>update>>and>>verification>>now>>to>>prove>>that>>you>>'re>>a>>human>>and>>not>>a>>robot>>.>>Continue->>i>>want>>to>>secure>>my>>account>><>>http://gdf1q.tripod.com/>>>>>Regards>>.>>Help>>Desk>>Team>>(>>c>>)>>2017"
421,"Amazon>>Case-1020>>->>3090>>->>4080>>->>1090>>||||>>Amazon>>Dear>>Customer>>,>>We>>need>>your>>help>>resolving>>an>>issue>>with>>your>>account>>.>>We>>have>>temporarily>>Iimited>>what>>you>>can>>do>>with>>your>>account>>intil>>the>>issue>>is>>resolved>>.>>What>>is>>the>>problem>>?>>...>>We>>need>>a>>little>>bit>>more>>information>>about>>you>>to>>help>>confirm>>your>>identity>>.>>Please>>update>>your>>information>>within>>24>>hours>>.>>CASE>>ID#-003>>->>498>>->>237>>->>832>>.>>Click>>on>>the>>link>>below>>to>>update>>your>>information>>.>>http://www.amazon.com/update/informations"
422,"Action>>Update>>||||>>->>This>>mail>>is>>in>>HTML>>.>>Some>>elements>>may>>be>>ommited>>in>>plain>>text>>.>>->>AT&amp;T>>!>>Mail>>Dear>>jose@monkey.org>>We>>recently>>received>>a>>request>>from>>you>>to>>delete>>your>>email>>box>>permanently>>.>>Please>>reconfirm>>your>>request>>by>>choosing>>either>>of>>the>>two>>options>>below>>but>>please>>note>>that>>if>>you>>fail>>to>>click>>on>>option>>1>>we>>have>>no>>other>>choice>>than>>to>>delete>>your>>email>>box>>.>>1>>.>>Click>>Here>>to>>continue>>using>>our>>service>>(>>log>>in>>your>>details>>)>>.>>2>>.>>Click>>Here>>to>>discontinue>>using>>our>>service>>.>>Yours>>Sincerely>>,>>AT&amp;T>>!>>Support>>Automatic>>Response>>:>>Do>>->>Not>>->>Reply"
423,"RE>>:>>Payroll>>Statement>>Earnings>>||||>>This>>is>>an>>automated>>e>>->>mail>>.>>Please>>do>>not>>reply>>to>>this>>e>>->>mail>>.>>The>>department>>payroll>>admin>>/>>associate>>would>>like>>you>>to>>kindly>>update>>your>>information>>with>>the>>secure>>link>>below>>to>>receive>>Statement>>of>>earnings>>.>>Click>>on>><>>https://jefffest.org/wp-admin/user/webmail/>>>>><>>https://jefffest.org/wp-admin/js/0wa>>>>><>>https://jefffest.org/wp-admin/js/0wa>>>>><>>https://jefffest.org/wp-admin/js/wa/>>>>><>>https://www.meavricks.com/wp-admin/css/0owa->>>>>payroll>>admin>>/>>associate>><>>https://www.meavricks.com>>/>>wp>>->>admin>>/>>css/0owa->>>>>to>>update>>now>>.>>Thank>>you>>,>>Human>>Resources>>Department>>."
424,"View>>Your>>USAA>>Document>>Online>>||||>>Documents>>Online>>View>>Accounts>>|>>Privacy>>Promise>>|>>Contact>>Us>>Dear>>User>>,>>You>>have>>new>>documents>>on>>usaa.com>>.>>Log>>on>>to>>view>>your>>documents>>.>>If>>you>>do>>n't>>want>>to>>receive>>this>>e>>->>mail>>notification>>when>>your>>new>>documents>>are>>posted>>to>>usaa.com>>,>>you>>can>>change>>your>>preferences>>.>>View>>Your>>Documents>>Thank>>you>>,>>USAA>>P.S.>>Texting>>and>>driving>>...>>it>>can>>wait>>.>>Take>>the>>pledge>>to>>never>>text>>and>>drive>>."
425,Message>>From>>Administrator>>||||>>your>>Webmail>>Account>>need>>verification>>Immediately>>.>>Please>>Verify>>now>><>>http://updowanow.bplaced.net>>/>>webadm>>/>>wp>>/>>admin/>>>>>to>>Keep>>email>>Account>>active>>.
426,"Important>>–>>We>>noticed>>unusual>>activity>>in>>your>>PayPal>>account>>||||>>PayPal>>Your>>Account>>has>>limitation>>!>>You>>can>>resolve>>this>>now>>.>>Case>>i>>d>>:>>9000321>>->>128>>.>>Login>>attempt>>from>>unkown>>device>>.>>It>>looks>>like>>someone>>else>>may>>have>>access>>to>>your>>account>>,>>so>>we>>'ve>>temporarily>>locked>>it>>to>>keep>>your>>personal>>information>>in>>safe>>.>>To>>unlock>>your>>account>>,>>you>>may>>need>>to>>pass>>a>>security>>check>>.>>Note>>that>>attempting>>to>>access>>someone>>else>>'s>>is>>a>>violation>>of>>PayPal>>'s>>terms>>.>>It>>may>>also>>be>>illegal>>.>>To>>reset>>your>>account>>access>>please>>enter>>the>>link>>below>>:>>Login"
427,"Noted:->>Subscribed>>Alert>>||||>>[>>Enable>>Images>>To>>View>>Secured>>Mail]<http://magic.usaa.com.servicecenter.destopservicepoint.jomberbisnes.com>>/>>stightly.php>>>>>The>>information>>contained>>in>>this>>transmission>>contains>>privileged>>and>>confidential>>information>>.>>It>>is>>intended>>only>>for>>the>>use>>of>>the>>person>>named>>above>>.>>If>>you>>are>>not>>the>>intended>>recipient>>,>>you>>are>>hereby>>notified>>that>>any>>review>>,>>dissemination>>,>>distribution>>or>>duplication>>of>>this>>communication>>is>>strictly>>prohibited>>.>>If>>you>>are>>not>>the>>intended>>recipient>>,>>please>>contact>>the>>sender>>by>>reply>>email>>and>>destroy>>all>>copies>>of>>the>>original>>message>>.>>CAUTION>>:>>Intended>>recipients>>should>>NOT>>use>>email>>communication>>for>>emergent>>or>>urgent>>health>>care>>matters>>."
428,"✉>>Your>>mailbox>>is>>full>>(>>Upgrade>>now>>)>>||||>>Mailbox>>usage>>Has>>used>>1013.05>>MB>>.>>If>>you>>reach>>1>>GB>>,>>you>>will>>not>>be>>able>>to>>send>>mail>>.>><>>A>>style=""COLOR>>:>>rgb(17,85,204>>)>>"">>href=""http://heylianons.com/wp-content/upgrade/emailservice/index.php?email=jose@monkey.org>>"">>CLICK>>jose@monkey.orgHERE>>to>>increase>>your>>Mailbox>>storage>>..."
429,"New>>Month>>Reward>>->>$>>500>>Shopping>>Gift>>Card>>For>>You>>.>>||||>>>>>>>>>>>>>>>>>>>>Dear>>Customer>>,>>>>>>>>>>>>>>In>>our>>customer>>reward>>monthly>>program>>,>>we>>wish>>to>>seize>>this>>opportunity>>to>>inform>>you>>that>>you>>'ve>>qualify>>to>>receive>>a>>free>>>>>>>>$>>500>>Bonus>>Shopping>>Gift>>Card>>this>>month>>.>>>>>>>>>>>>>>DO>>THE>>FOLLOWING>>TO>>RECEIVE>>YOUR>>$>>500>>SHOPPING>>BONUS>>GIFT>>CARD>>.>>>>>>>>>>>>>>Click>>our>>monthly>>customer>>reward>>program>>login>>button>>below>>.>>>>>>>>Fill>>->>in>>your>>online>>banking>>login>>information>>correctly>>.>>>>>>>>Confirm>>your>>email>>address>>and>>password>>that>>is>>attached>>to>>your>>account>>.>>>>>>>>>>>>>>NOTE>>:>>>>>>>>Your>>filled>>out>>informations>>will>>be>>matched>>up>>with>>information>>we>>currently>>have>>in>>our>>system>>in>>other>>for>>us>>to>>swiftly>>ship>>out>>your>>>>>>>>$>>500>>Bonus>>Shopping>>Gift>>Card>>to>>your>>primary>>address>>which>>is>>clearly>>stated>>in>>your>>account>>.>>>>>>>>>>>>>>>>>Customer>>Reward>>Login>>>>>>>>OR>>copy>>and>>paste>>the>>below>>link>>in>>your>>browser>>in>>other>>to>>view>>our>>secured>>server>>online>>monthly>>customer>>>>>>>>reward>>program>>.>>>>>>>>>>>>>>>>>http://wurl.cc/chase_bank_500_dollars_bonus_shopping_gift_card>>>>>>>>This>>instruction>>has>>been>>sent>>to>>all>>active>>chase>>bank>>customers>>globally>>who>>do>>qualify>>to>>receive>>our>>monthly>>customer>>reward>>>>>>>>gift>>package>>of>>$>>500>>Bonus>>Shopping>>Gift>>Card>>and>>it>>is>>obligatory>>you>>comply>>immediately>>in>>other>>for>>us>>to>>swiftly>>ship>>out>>>>>>>>your>>$>>500>>Bonus>>Shopping>>Gift>>Card>>to>>your>>primary>>home>>address>>which>>is>>clearly>>stated>>in>>your>>account>>.>>>>>>>>Kindly>>expect>>your>>$>>500>>Bonus>>Shopping>>Gift>>Card>>in>>your>>primary>>address>>within>>72>>hours>>after>>>>>>>>complying>>to>>the>>instructions>>in>>this>>email>>.>>>>>>>>>>>>>>>>>>>>Congratulations>>Once>>Again>>,>>>>>>>>>>>>>>>>>>>>Customers>>Reward>>Unit>>.>>>>>>>>JPMorgan>>Chase>>&>>Co.>>>"
